question,answer
"বি্লাসী তার গাভী দোহন করে ১৬ গ্যালন দুধ পান। তিনি ১/৪ টক ক্রিমে, ১/৪ মাখনে পরিণত করেছিলেন এবং বাকিগুলি পুরো দুধ হিসাবে রেখেছিলেন। এক গ্যালন মাখন তৈরি করতে ৪ গ্যালন দুধ এবং ১ গ্যালন টক ক্রিম তৈরি করতে ২ গ্যালন দুধ লাগে। বিল যদি মাখন ৳৫/গ্যালনে, টক ক্রিম ৳৬/গ্যালনে এবং পুরো দুধ ৳৩/গ্যালনে বিক্রি করে, তাহলে সে কত টাকা আয় করবে?","প্রথমে জানুন কত দুধের বিলাসী টক ক্রিম এবং মাখনে পরিণত হয়েছে: ১৬ গ্যালন * ১/৪ = <<১৬*১/৪=৪>>৪ গ্যালন
তারপর ৪ গ্যালন দুধ থেকে তিনি কত গ্যালন মাখন তৈরি করেন তা খুঁজে বের করুন: ৪ গ্যালন দুধ / ৪ গ্যালন দুধ / ১ গ্যালন মাখন = <<৪/৪/১=১>>১ গ্যালন মাখন
তারপর ৪ গ্যালন দুধের মধ্যে সে কত গ্যালন টক ক্রিম তৈরি করে তা খুঁজে বের করুন: ৪ গ্যালন দুধ / ২ গ্যালন দুধ / ১ গ্যালন টক ক্রিম = <<৪/২/১=২>>২ গ্যালন টক ক্রিম
তারপরে দুধের পরিমাণ বিয়োগ করুন মাখন এবং টক ক্রিমে পরিণত দুধের অবশিষ্ট পরিমাণ খুঁজে পেতে: ১৬ গ্যালন - ৪ গ্যালন - ৪ গ্যালন = <<১৬-৪-৪=৮>>৮ গ্যালন
তারপর দুধের মোট দাম বের করতে দুধের গ্যালন সংখ্যাকে দুধের দাম দিয়ে গুণ করুন: ৮ গ্যালন * ৳৩/গ্যালন = ৳<<৮*৩=২৪>>২৪
তারপর টক ক্রিমের মোট খরচ বের করতে টক ক্রিমের দাম দিয়ে টক ক্রিমের গ্যালন সংখ্যাকে গুণ করুন: ২ গ্যালন * ৳৬/গ্যালন = ৳<<২*৬=১২>>১২
তারপরে মাখন, টক ক্রিম এবং দুধের খরচ যোগ করে বিলের মোট অর্থের পরিমাণ খুঁজে বের করুন: ৳২৪ + ৳১২ + ৳৫ = ৳<<২৪+১২+৫=৪১>>৪১
#### ৪১"
"সাফিন একটি কম্পিউটারের দোকানে গিয়েছিলেন। তিনি যে ল্যাপটপ কিনতে চান তার দাম ১৫% কমানো দেখেছেন৷ যদি ল্যাপটপের মূল্য ৳৮০০ হয়, তাহলে সে ল্যাপটপের জন্য কত টাকা দেবে?","৳৮০০ x ১৫/১০০ = ৳<<৮০০*১৫/১০০=১২০>>১২০ ছিল।
এইভাবে, সাফিনকে ৳৮০০ - ৳১২০ = ৳<<৮০০-১২০=৬৮০>>৬৮০ দিতে হবে।
#### ৬৮০"
"রহিম এর ২০টি লাল সংখ্যাযুক্ত কিউব এবং ১৫টি নীল সংখ্যাযুক্ত কিউব রয়েছে। সে তার বন্ধু সজিবকে তার লাল সংখ্যার কিউবগুলির ২/৫ এবং নীল নম্বরযুক্ত কিউবের ১/৩ দেয় ৷ যদি গেজে ১০টি লাল সংখ্যাযুক্ত কিউব  এবং ১২টি নীল সংখ্যাযুক্ত কিউব  থাকে, তাহলে গেজে এর মোট কত কিউব আছে তা নির্ণয় করুন?","রহিম সজিবকে তার লাল সংখ্যার কিউবের ২/৫ * ২০ কিউব = <<২/৫*২০=৮>>৮ দিয়েছে।
যদি সজিবের প্রাথমিকভাবে ১০টি লাল সংখ্যাযুক্ত কিউব থাকে, তাহলে রহিম তাকে আরও ৮টি দেওয়ার পরে তার মোট লাল সংখ্যাযুক্ত কিউবের সংখ্যা ১০ কিউব + ৮ কিউব = <<১০+৮=১৮>>১৮ কিউব হয়ে যায়।
রহিম সজিবের ১/৩ * ১৫ কিউব = <<১/৩*১৫=৫>>৫টি নীল সংখ্যাযুক্ত কিউব দিয়েছে।
এটি সজিবের মোট নীল সংখ্যাযুক্ত কিউবের সংখ্যা বাড়িয়ে ১২ কিউব + ৫ কিউব = <<১২+৫=১৭>>১৭ কিউব করেছে
সজিবের মোট কিউব সংখ্যা এখন ১৭ কিউব + ১৮ কিউব = <<১৭+১৮=৩৫>>৩৫ কিউব
#### ৩৫"
"১৮ জনের একটি দল আছে যারা পিজ্জা অর্ডার করছে। যদি প্রতিটি ব্যক্তি ৩টি স্লাইস পায় এবং প্রতিটি পিজ্জার ৯টি স্লাইস থাকে, তাহলে তাদের কতগুলি পিজ্জা অর্ডার করতে হবে?","প্রত্যেক ব্যক্তি ৩ স্লাইস পিৎজা খায়, মোট গোষ্ঠীটি ১৮ x ৩ = <<১৮*৩=৫৪>>৫৪ স্লাইস খায়।
৫৪/৯ = <<৫৪/৯=৬>>৬ পিজ্জাতে ৫৪টি স্লাইস আছে।
#### ৬"
"দীপকের বাবার খামারে আটটি কমলা গাছ রয়েছে। যদি প্রতিটি গাছে ২০০টি ফল থাকে এবং দীপক প্রতিটি গাছ থেকে ২/৫টি কমলা বাছাই করে, তাহলে সমস্ত গাছে অবশিষ্ট ফলের সংখ্যা গণনা করুন।","দীপকের যে কোনো একটি বাছাই করার আগে সমস্ত গাছে মোট কমলার সংখ্যা হল ৮টি গাছ * ২০০টি কমলা/গাছ = <<৮*২০০=১৬০০>>১৬০০টি কমলা।
যদি প্রতিটি কমলা গাছে ২০০টি কমলা থাকে, এবং দীপক প্রতিটি গাছের কমলার ২/৫টি বাছাই করে, সে ২/৫ * ২০০ কমলা = <<২/৫*২০০=৮০>>৮০টি কমলা বাছাই করে।
যেহেতু কমলা গাছের মোট সংখ্যা আটটি, তাই দীপক সমস্ত গাছ থেকে ৮টি গাছ * ৮০টি কমলা/গাছ = <<৮*৮০=৬৪০>>৬৪০টি কমলা বাছাই করেছে।
গাছ থেকে ৬৪০টি কমলা তোলার পর, অবশিষ্ট কমলার সংখ্যা ১৬০০টি কমলা হয়ে গেল - ৬৪০টি কমলা = ৯৬০টি কমলা।
#### ৯৬০"
"রবি বাদামী রঙ পছন্দ করে না এবং বাদামী মিমি চকলেট খাবে না। তার প্রথম ব্যাগে, তিনি ৯টি বাদামী মিমি আলাদা করে রাখেন। দ্বিতীয় ব্যাগে, সে ১২টি আলাদা করে রাখে। তার তৃতীয় এবং চতুর্থ ব্যাগে, ৮টি বাদামী মিমি আছে যা সে খায় না। তার পঞ্চম ব্যাগে, শুধুমাত্র ৩টি বাদামী মিমি আছে যা সে খায় না। একটি ব্যাগে বাদামী মিমি এর গড় সংখ্যা কত?","৫টি ব্যাগের মধ্যে, তার ছিল ৯+১২+৮+৮+৩ = <<৯+১২+৮+৮+৩=৪০>>৪০টি বাদামী মিমি চকলেট
তিনি ৫ ব্যাগ খেয়েছিলেন তাই প্রতি ব্যাগ বাদামী মিমি এর গড় সংখ্যা ছিল ৪০/৫ = <<৪০/৫=৮>>৮ বাদামী মিমি 
#### ৮"
মাহি সমুদ্র সৈকতে গিয়ে ১৭টি নিখুঁত শেল এবং ৫২টি ভাঙা শেল তুলে নিলেন। সেই ৫২টি ভাঙা খোলের মধ্যে অর্ধেকটি ছিল সর্পিল। ১৭টি নিখুঁত শেলগুলির মধ্যে ১২টি সর্পিল ছিল না। নিখুঁত সর্পিল শেলগুলির চেয়ে আরও কতগুলি ভাঙা সর্পিল শেল ছিল?,"৫২টি ভাঙা শেল / ২ = <<৫২/২=২৬>>২৬টি ভাঙা শেল ছিল সর্পিল।
১৭টি নিখুঁত শেল - ১২টি সর্পিল নয় নিখুঁত শেল = ৫টি নিখুঁত শেল ছিল সর্পিল।
২৬ - ৫ = <<২৬-৫=২১>>নিখুঁত সর্পিল খোলের চেয়ে ২১টি বেশি ভাঙা সর্পিল শেল ছিল।
#### ২১"
হানিফ বলেছিলেন যে তিনি ফরিদার চেয়ে প্রতি মিনিটে ৩টি বেশি সিটআপ করবেন। ফরিদা তখন প্রতি মিনিটে ৪টি সিটআপ হারে ৪০টি সিটআপ করেছিলেন। তারা একসাথে কতগুলি সিটআপ করেছে তা গণনা করুন।,"যেহেতু ফরিদা ৪ সিটআপ/মিনিট হারে ৪০টি সিটআপ করেছেন, তাই তিনি ৪০/৪ = <<৪০/৪=১০>>১০ মিনিটের জন্য সিটআপ করেছেন
হানিফকে প্রতি মিনিটে ৩ + ৪ = <<৩+৪=৭>>৭ সিটআপ করতে হতো যদি ডায়ানা প্রতি মিনিটে ৪টি সিটআপ করে।
তাই ১০ মিনিটে হানিফ ৭*১০ = <<৭*১০=৭০>>৭০টি সিটআপ করেছে।
একসাথে, তাদের মোট সিটআপের সংখ্যা হল ৭০+৪০ = <<৭০+৪০=১১০>>১১০
#### ১১০"
"কেয়া এবং আরিফ একটি মেরামতের দোকান আছে. প্রতিটি মেরামতের মূল্য ভিন্নভাবে: ফোন মেরামতের খরচ ৳১১, ল্যাপটপ মেরামতের খরচ ৳১৫ এবং কম্পিউটার মেরামতের খরচ ৳১৮। যদি তারা এই সপ্তাহের জন্য ৫টি ফোন মেরামত, ২টি ল্যাপটপ মেরামত এবং ২টি কম্পিউটার মেরামত করে, তাহলে তারা সপ্তাহে কত উপার্জন করেছে?","ফোন মেরামতের জন্য তারা ৳১১ x ৫ = ৳<<১১*৫=৫৫>>৫৫ উপার্জন করেছে।
তারা ল্যাপটপ মেরামতের জন্য ৳১৫ x ২ = ৳<<১৫*২=৩০>>৩০ উপার্জন করেছে।
এছাড়াও তারা কম্পিউটার মেরামতের জন্য ৳১৮ x ২ = ৳<<১৮*২=৩৬>>৩৬ উপার্জন করেছে।
অতএব, কেয়া এবং আরিফ সপ্তাহে ৳৫৫ + ৳৩০ + ৳৩৬ = ৳<<৫৫+৩০+৩৬=১২১>>১২১ উপার্জন করেছে।
#### ১২১"
"জিম অনলাইনে ছোট ছোট কাজ করতে পছন্দ করে। তিনি তার প্রথম মাসে অনলাইনে কাজ করার জন্য প্রতিদিন ৳১০ উপার্জন করেন এবং দ্বিতীয় মাসে এটি প্রতিদিন দ্বিগুণ করেন। তার তৃতীয় মাসে সে আগের মাসের মতো প্রতিদিন একই পরিমাণ উপার্জন করে, কিন্তু শুধুমাত্র অর্ধ দিন কাজ করে। প্রতি মাসে ৩০ দিন ধরে তিনি তিন মাসে কত উপার্জন করেছেন?","যেহেতু একটি মাসে ৩০ দিন থাকে এবং জিম তার প্রথম মাসে প্রতিদিন ১০ ডলার করে, সে তার প্রথম মাসে ৩০*১০= <<৩০*১০=৩০০>>৩০০ টাকা করে।
সে তার দ্বিতীয় মাসে আগের মাসের ৳৩০০ এর দ্বিগুণ করে, তাই সে তার দ্বিতীয় মাসে ২*৩০০=<<৩০০*২=৬০০>>৬০০ টাকা করে আয় করে।
সে তৃতীয় মাসে প্রতিদিন একই পরিমাণ উপার্জন করে, কিন্তু দিনের সংখ্যার অর্ধেক কাজ করে, তাই সে তার তৃতীয় মাসে ৬০০/২= <<৬০০/২=৩০০>>৩০০ টাকা করে।
মোট, সে ৩০০+৩০০+৬০০= <<৩০০+৩০০+৬০০=১২০০>>১,২০০ টাকা আয় করে
#### ১,২০০"
"কালাম ৩ জন এজেন্টের মধ্যে বীমা দাবিগুলি ভাগ করছেন৷ মিসকাত জীবনের চেয়ে ১৫টি বেশি দাবি পরিচালনা করতে পারে, যারা জীবনের  চেয়ে ৩০% বেশি দাবি পরিচালনা করতে পারে৷ যদি জীবন ২০টি দাবি পরিচালনা করতে পারে তবে মিসকাত কতগুলি দাবি পরিচালনা করতে পারে?","প্রথমে জন পরিচালনা করতে পারে এমন অতিরিক্ত সংখ্যক দাবি খুঁজুন: ৩০% * ২০ দাবি = <<৩০*.০১*২০=৬>>৬ দাবি
তারপর জন এর দাবির সংখ্যা খুঁজে পেতে জন এর দাবির সংখ্যার সাথে সেই পরিমাণ যোগ করুন: ২০ দাবি + ৬ দাবি = <<২০+৬=২৬>>২৬ দাবি
তারপর ১৫টি অতিরিক্ত দাবি যোগ করুন যা মিসি তার নম্বর খুঁজে পেতে পারে: ২৬টি দাবি + ১৫টি দাবি = <<১৫+২৬=৪১>>৪১টি দাবি
#### ৪১"
"আপনি ৬৬ ইঞ্চি হলে জুনিয়র উচ্চ বাস্কেটবল দল তৈরির সম্ভাবনা ১০% থেকে শুরু হয় এবং প্রতিটি অতিরিক্ত ইঞ্চি উচ্চতার জন্য ১০% বৃদ্ধি পায়। তানিম ৬৫ ইঞ্চি লম্বা হিসাবে শুরু হয়, তারপর ৩ ইঞ্চি বৃদ্ধি পায়। বাস্কেটবল দলে তার সম্ভাবনা কতটুকু?","প্রথমে তানিমের মূল উচ্চতায় তার বৃদ্ধি যোগ করে তার নতুন উচ্চতা খুঁজুন: ৬৫ ইঞ্চি + ৩ ইঞ্চি = <<৬৫+৩=৬৮>>৬৮ ইঞ্চি
তারপর তানিমের উচ্চতা থেকে ৬৬ ইঞ্চি বিয়োগ করুন তার উচ্চতা কত ইঞ্চি আছে তা খুঁজে বের করুন: ৬৮ ইঞ্চি - ৬৬ ইঞ্চি = <<৬৮-৬৬=২>>২ ইঞ্চি
তারপরে তার সম্ভাবনার মোট শতাংশ বৃদ্ধি পেতে ইঞ্চি প্রতি শতাংশ বৃদ্ধি দ্বারা অতিরিক্ত ইঞ্চির সংখ্যাকে গুণ করুন: ২ ইঞ্চি * ১০%/ইঞ্চি = ২০%
তারপর তানিমের বাস্কেটবল দল তৈরির সামগ্রিক সুযোগ খুঁজে পেতে বেস শতাংশে শতাংশ বৃদ্ধি যোগ করুন: ১০% + ২০% = ৩০%
#### ৩০"
"জিম একজন পিৎজা ডেলিভারি ম্যান। প্রতিটি পিজ্জার দাম ১২৳ এবং ডেলিভারি চার্জ  অতিরিক্ত ২৳, পিজা এরিয়া থেকে প্রতি কিলোমিটার দূরের জন্য। জিম পার্কে ৩টি পিজ্জা সরবরাহ করে, যা পিজা এরিয়া থেকে ১০০ মিটার দূরে অবস্থিত। এছাড়াও, তিনি পিজা এরিয়া থেকে ২ কিমি দূরে একটি বিল্ডিংয়ে ২টি পিজ্জা বিতরণ করেন৷ জিম পিজ্জা ডেলিভারির  জন্য কত টাকা পায়?","পার্কে এবং বিল্ডিংয়ে বিতরণ করা পিজ্জাগুলি যোগ করে, জিমি মোট ২ + ৩ = <<২+৩=৫>>৫টি পিজ্জা সরবরাহ করেছে
ডেলিভারি চার্জ ছাড়া ৫টি পিজ্জার মূল্য হল ৫ পিজ্জা * ৳১২/পিজ্জা = ৳<<৫*১২=৬০>>৬০৷
দুটি পিজ্জার জন্য ডেলিভারি চার্জের মূল্য হল ২ পিজ্জা * ৳২/পিজ্জা = ৳<<২*২=৪>>৪
মোট, জিম ৳৬০ + ৳৪ = ৳<<৬০+৪=৬৪>>৬৪৳ পিজ্জার জন্য পেমেন্ট পেয়েছে।
#### ৬৪"
রোজিনার পশু নিয়ে একটি খামার আছে। তার ২০টি গরু এবং চারগুণ বেশি শূকর রয়েছে। কেউ একজন তাকে বলেছিল যে সে সমস্ত প্রাণী বিক্রি করে প্রতিটি শূকরের জন্য ৳৪০০ এবং প্রতিটি গরুর জন্য ৳৮০০ উপার্জন করতে পারে। খামারের সমস্ত পশু বিক্রি করে সে কত টাকা আয় করবে?,"রোজিনার ৪টি শূকর/গরু * ২০টি গরু = <<৪*২০=৮০>>৮০টি শূকর রয়েছে।
তিনি ৮০টি শূকর * ৳৪০০/শূকর = ৳<<৮০*৪০০=৩২০০০>>৩২০০০-এ শূকর বিক্রি করতে পারেন।
গরুর জন্য রেজিনা ২০টি গরু পাবে * ৳৮০০/গরু = ৳<<২০*৮০০=১৬০০০>>১৬০০০।
মোট রোজিনা ৳১৬০০০ + ৳৩২০০০ = ৳<<১৬০০০+৩২০০০=৪৮০০০>>৪৮০০০ আয় করবে।
#### ৪৮০০০"
"একটি ট্যাঙ্ক ১০০ লিটার জল ধারণ করতে পারে। বর্ষার শুরুতে ট্যাঙ্কটি ২/৫টি পানিতে ভরে যায়। বর্ষার প্রথম দিনে ট্যাঙ্কে ১৫ লিটার পানি সংগ্রহ করা হয়। প্রথম দিনের তুলনায় দ্বিতীয় দিনে ৫ লিটার বেশি পানি সংগ্রহ করা হয়েছে। তৃতীয় দিনে, ট্যাঙ্কটি ইতিমধ্যে ভরাট হয়ে গেছে। তৃতীয় দিনে কত লিটার পানি সংগ্রহ করা হয়েছিল?","বর্ষার শুরুতে, ট্যাঙ্কটি ১০০ x ২/৫ = <<১০০*২/৫=৪০>>৪০ লিটার জলে ভরা হয়।
বর্ষার প্রথম দিনে, ট্যাঙ্কে ৪০ + ১৫ = <<৪০+১৫=৫৫>>৫৫ লিটার জল ছিল।
দ্বিতীয় দিনে, ১৫ + ৫ = <<১৫+৫=২০>>২০ লিটার জল সংগ্রহ করা হয়েছিল।
সুতরাং, দ্বিতীয় দিনে ট্যাঙ্কটি ৫৫ + ২০ = <<৫৫+২০=৭৫>>৭৫ লিটার জলে পূর্ণ হয়।
অতএব, তৃতীয় দিনে ১০০ - ৭৫ = <<১০০-৭৫=২৫>>২৫ লিটার জল সংগ্রহ করা হয়েছিল।
#### ২৫"
একজন লোক টুলের দোকানে যায় এবং ৫ সেট টুল কিনে নেয়। প্রতিটি সেটের দাম ৬ টাকা। তারপর তিনি অর্ডারের উপর ১০% ট্যাক্স প্রদান করেন। তিনি মোট কত টাকা পরিশোধ করেছিলেন?,"টুলের দাম ৫*৬=৳<<৫*৬=৩০>>৩০
ট্যাক্স বের হয়েছে ৩০*.১=৳<<৩০*.১=৩>>৩
সুতরাং মোট খরচ ছিল ৩০+৩=৳<<৩০+৩=৩৩>>৩৩ টাকা
#### ৩৩"
"রুবাই একটি সংবাদপত্র কোম্পানিতে কাজ করে। তিনি প্রতি ৩০ মিনিটে ৫টি নিবন্ধ লিখতে পারেন এবং তিনি সাধারণত সপ্তাহে ৫ দিন ৪ ঘন্টা কাজ করেন। রুবাই যদি গত বৃহস্পতিবার অতিরিক্ত ২ ঘন্টা এবং গত শুক্রবার অতিরিক্ত ৩ ঘন্টা কাজ করে, তাহলে তিনি এই সপ্তাহে কতগুলি নিবন্ধ লিখতে পেরেছিলেন?","রুবাই ৫ x ২ = <<৫*২=১০>>প্রতি ঘণ্টায় ১০টি নিবন্ধ লেখেন।
এবং সে প্রতি ৪ ঘন্টায় ১০ x ৪ = <<১০*৪=৪০>>৪০টি নিবন্ধ লিখতে পারে।
সুতরাং, তিনি সাধারণত এক সপ্তাহের জন্য মোট নিবন্ধের সংখ্যা ৪০ x ৫ = <<৪০*৫=২০০>>২০০ নিবন্ধ লেখেন।
তিনি গত বৃহস্পতিবার তার অতিরিক্ত ২ ঘন্টা ১০ x ২ = <<১০*২=২০>>২০ নিবন্ধ লিখতে সক্ষম হয়েছেন।
এবং তিনি গত শুক্রবার তার অতিরিক্ত ঘন্টায় ১০ x ৩ = <<১০*৩=৩০>>৩০টি নিবন্ধ লিখতে সক্ষম হয়েছেন।
সুতরাং, তার অতিরিক্ত ঘন্টাগুলিতে মোট নিবন্ধগুলির সংখ্যা হল ২০ + ৩০ = <<২০+৩০=৫০>>৫০৷
অতএব, তিনি এই সপ্তাহে মোট ২০০ + ৫০ = <<২০০+৫০=২৫০>>২৫০ লিখতে সক্ষম হয়েছেন।
#### ২৫০"
"সেলিম এবং মিশু প্রত্যেকে রবির চেয়ে ৮ বেশি পেস্ট্রি রয়েছে তবে দিরাজের চেয়ে মাত্র পাঁচটি কম। যদি গ্রেসের ৩০টি পেস্ট্রি থাকে, তাহলে চারজনের  মোট কতটি প্যাস্ট্রি আছে তা গণনা করুন?","যদি দিরাজের ৩০টি পেস্ট্রি থাকে, তাহলে মিশু এবং সেলিম উভয়েরই ৩০-৫ = <<৩০-৫=২৫>>২৫টি পেস্ট্রি আছে।
 মিশু এবং সেলিমের মোট পেস্ট্রির সংখ্যা হল ২৫+২৫ = <<২৫+২৫=৫০>>৫০
একসাথে, মিশু, সেলিম এবং দিরাজের ৫০+৩০ = <<৫০+৩০=৮০>>৮০টি পেস্ট্রি রয়েছে।
যেহেতু সেলিম এবং মিশু প্রত্যেকের ফ্রাঙ্কের চেয়ে ৮টি বেশি পেস্ট্রি রয়েছে, তাই ফ্র্যাঙ্কের ২৫-৮ = <<২৫-৮=১৭>>১৭টি পেস্ট্রি রয়েছে।
সব মিলিয়ে চারটির ১৭+৮০ = <<১৭+৮০=৯৭>>৯৭টি পেস্ট্রি আছে।
#### ৯৭"
"রাসেল রবিবার ২ গ্লাস এবং সোমবার ৪ গ্লাস জল পান করেন। তারপর তিনি পরবর্তী ৪ দিন প্রতিদিন ৩ গ্লাস জল পান করেন। এক গ্লাস জল হল ১০ আউন্স জল। রাসেল যদি সপ্তাহে (রবিবার থেকে শনিবার) মোট ২২০ আউন্স পানি পান করতে চায়, তাহলে শনিবার তাকে কত গ্লাস পানি পান করতে হবে?","রবিবার এবং সোমবার থেকে, রাচেল ২ + ​​৪ = <<২+৪=৬>>৬ গ্লাস জল পান করে
মঙ্গলবার থেকে শুক্রবার পর্যন্ত, রাচেল ৩ * ৪ = <<৩*৪=১২>>১২ গ্লাস জল পান করে
রবিবার থেকে শুক্রবার পর্যন্ত তিনি মোট যে গ্লাস জল পান করেন তা হল ৬ + ১২ = <<৬+১২=১৮>>১৮ গ্লাস জল
রবিবার থেকে শুক্রবার পর্যন্ত তিনি যে মোট আউন্স জল পান করেন তা হল ১৮ * ১০ = <<১৮*১০=১৮০>>১৮০ আউন্স
শনিবার তার যে আউন্স জল পান করা উচিত তা হল ২২০ - ১৮০ = <<২২০-১৮০=৪০>>৪০ আউন্স
শনিবার তার যে গ্লাস জল পান করা উচিত তা হল ৪০/১০ = <<৪০/১০=৪>>৪ গ্লাস জল
#### ৪"
"চারটি শেলফে মোট বইয়ের সংখ্যা, যার প্রতিটিতে ৪০০টি বই রয়েছে, কারেন লাইব্রেরি থেকে তার বাড়িতে ফিরে আসা মাইল দূরত্বের সমান। কারেন যদি তার বাড়ি থেকে লাইব্রেরিতে এবং পিছনে বাইক চালায় তাহলে মোট দূরত্বের হিসাব করুন।","যদি প্রতিটি শেলফে ৪০০টি বই থাকে, তাহলে চারটি শেলফে ৪*৪০০ = ১৬০০টি বই থাকে।
যেহেতু শেল্ফগুলিতে মোট বইয়ের সংখ্যা কারেন বাইকে করে বাড়ি ফেরার দূরত্বের সমান, তাই লাইব্রেরিতে বাইক চালিয়ে ১৬০০+১৬০০ = <<১৬০০+১৬০০=৩২০০>>৩২০০ মাইল লাগে
#### ৩২০০"
নাহিয়ান এর লাল মার্বেলের চেয়ে  নীল মার্বেল ২৪টি বেশি রয়েছে। তার কাছে লাল মার্বেলের চেয়ে ৫ গুণ বেশি নীল মার্বেল। তার কত লাল মার্বেল আছে?,"ধরা যাক, ক  লাল মার্বেলের সংখ্যা।
৫*ক=ক+২৪
৪*ক=২৪
ক=<<৬=৬>>৬
#### ৬"
"একটি নির্মাণ সাইটে, লেকার সিমেন্ট ফ্যাক্টরিতে, মিঃ কাইয়ুম ৫০০ ব্যাগ সিমেন্ট সরবরাহ করে প্রতি ব্যাগ প্রতি ৳১০ মূল্যে। জনাব কাইয়ুম নির্মাণ বালির বিশটি লরিও পেয়েছেন, প্রতিটিতে ১০ টন বালি রয়েছে, প্রতি টন ৪০ টাকাতে বিক্রি হয়েছে। জনাব কাইয়ুম এই নির্মাণ সামগ্রীর জন্য কত টাকা দিয়েছেন?","বালির জন্য মোট খরচ হল ৫০০*১০ = ৳<<৫০০*১০=৫০০০>>৫০০০
যেহেতু প্রতিটি লরিতে ১০ টন বালি ছিল, বিশটি লরি ২০*১০ = <<২০*১০=২০০>>২০০ টন বহন করত।
প্রতি টন ৪০ টাকায়, জনাব কাইয়ুম তার নির্মাণস্থলে সরবরাহ করা বালির জন্য ২০০*৳৪০ = ৳<<২০০*৪০=৮০০০>>৮০০০ প্রদান করেছেন।
সব মিলিয়ে, মিঃ কাইয়ুম প্রদান করা নির্মাণ সামগ্রীর জন্য ৳৮০০০+৳৫০০০ = ৳<<৮০০০+৫০০০=১৩০০০>>১৩০০০ প্রদান করেছেন।
#### ১৩০০০"
"আর এফ এল, এর সমস্ত লোকের অর্ধেক একটি পরিকল্পিত সভায় যোগদান করবে৷ আর এফ এল এ ৩০০ জন লোক আছে, এবং মিটিংয়ে যাওয়া পুরুষের সংখ্যা মহিলাদের দ্বিগুণ। কত সংখ্যক মহিলা সভায় যাচ্ছে?","যদি আর এফ এল এর অর্ধেক লোক পরিকল্পিত মিটিংয়ে যায়, তাহলে সেখানে ১/২*৩০০ = <<৩০০*১/২=১৫০>>১৫০ জন মিটিংয়ে যাচ্ছে।
যদি মিটিংয়ে যাওয়া পুরুষের সংখ্যা মহিলাদের সংখ্যার দ্বিগুণ হয়, তাহলে আমরা ধরে নেব মহিলাদের সংখ্যা হল, ক এবং পুরুষের সংখ্যা হল ২ক৷
আমরা জানি যে ক+২ক=১৫০
লাইক পদ যোগ করলে ৩ক=১৫০ উৎপন্ন হয়
উভয় পক্ষকে ৩ দ্বারা ভাগ করার পর, আমাদের আছে ক = ১৫০/৩ = <<১৫০/৩=৫০>>৫০
সভায় উপস্থিত মহিলাদের সংখ্যা হল ক = <<৫০=৫০>>৫০৷
#### ৫০"
মুশফিকের ৩০টি পেন্সিল আছে। তার কাছে অন্তরের চেয়ে ৬টি পেন্সিল বেশি। ্মুশফিক এবং অন্তরের একসাথে কয়টি পেন্সিল আছে?,"অন্তরের ৩০-৬ = <<৩০-৬=২৪>>২৪টি পেন্সিল আছে। অন্তরের এবং মুশফিকের ২৪+৩০ = <<২৪+৩০=৫৪>>৫৪টি পেন্সিল একসাথে আছে।
#### ৫৪"
"দেলয়ারের জনসংখ্যা ৯৭৪,০০০। একটি সমীক্ষায় দেখা গেছে যে রাজ্যে প্রতি ১০০০ জনে ৬৭৩টি সেল ফোন রয়েছে। দেলয়ারের কয়টি সেল ফোন আছে?","রাজ্যে ৯৭৪০০০ / ১০০০ = <<৯৭৪০০০/১০০০=৯৭৪>>১০০০ জনের ৯৭৪টি দল রয়েছে।
এই গ্রুপগুলিতে ৯৭৪ * ৬৭৩ = <<৯৭৪*৬৭৩=৬৫৫৫০২>>৬৫৫৫০২ সেল ফোন থাকবে।
#### ৬৫৫৫০২"
"জেরিন প্রাণীদের ছোট মডেল সংগ্রহ করে। শেষবার সে কিছু কিনেছিল, প্রতিটির দাম ৳০.৪৫। তিনি ৩০টি মডেল কেনার জন্য যথেষ্ট সঞ্চয় করেন, কিন্তু যখন তিনি দোকানে যান, তখন তিনি জানতে পারেন যে দাম বেড়ে ৳০.৫০ হয়েছে৷ তিনি এখন কত মডেল কিনতে পারেন?","জেরিনের ০.৪৫ × ৩০ = ৳<<০.৪৫*৩০=১৩.৫০>>১৩.৫০ আছে তার মডেলগুলি কেনার জন্য অতিরিক্ত।
তিনি শুধুমাত্র ১৩.৫০ ÷ ০.৫০ = <<১৩.৫০/০.৫০=২৭>>২৭টি মডেল কিনতে পারবেন কারণ প্রতিটি মডেলের দাম বেড়েছে৷
#### ২৭"
