blind_id,problem,reasoning_answer,is_hallucinated
reasoning-0242,"হাবিবা একটি বাসের ধাক্কায় পড়ে এবং হাসপাতালে ৩ দিন কাটাতে হয়। হাসপাতাল তার বেডের জন্য ৳৯০০/দিন, দুইজন বিশেষজ্ঞের জন্য ৳২৫০/ঘন্টা তার প্রতিটি ১৫ মিনিট দেখার জন্য এবং অ্যাম্বুলেন্স যাত্রার জন্য ৳১৮০০ চার্জ করে। হাবিবার মেডিকেল বিল কত?","প্রথমে প্রতিদিনের খরচকে দিনের সংখ্যা দিয়ে গুণ করে হাসপাতালের বেডের মোট খরচ খুঁজুন: ৳৯০০/দিন * ৩ দিন = ৳<<৯০০*৩=২৭০০>>২৭০০
তারপরে দুইজন বিশেষজ্ঞ হাবিবার দিকে মোট কত মিনিট দেখেছেন তা বের করুন: ১৫ মিনিট/বিশেষজ্ঞ * ২ বিশেষজ্ঞ = ৩০ মিনিট
তারপর মিনিটের সংখ্যাকে প্রতি ঘন্টায় মিনিটের সংখ্যা দিয়ে ভাগ করুন এবং বিশেষজ্ঞদের ঘন্টার হার দিয়ে গুণ করে তাদের মোট চার্জ বের করুন: ৩০ মিনিট / ৬০ মিনিট/ঘন্টা * ৳২৫০/ঘন্টা = ৳<<৩০/৬০*২৫০=১৩৫>>১৩৫
অবশেষে, হাবিবার মোট বিল খুঁজে পেতে বিশেষজ্ঞ, অ্যাম্বুলেন্স এবং বিছানার খরচ যোগ করুন: ৳২৭০০ + ৳১৮০০ + ৳১৩৫ = ৳<<২৭০০+১৮০০+১৩৫=৪৬৩৫>>৪৬৩৫",
reasoning-0243,"জোহান তার বাড়ির উঠোনে একটি নতুন ২৪ ফুট বৃত্তাকার ক্ষেত্র তৈরি করেছে। জল দিয়ে ক্ষেত্রটি পূরণ করতে, তিনি চারটি পায়ের পাতার মোজাবিশেষ ব্যবহার করেন। দুটি পায়ের পাতার মোজাবিশেষ প্রতিটি প্রতি মিনিটে ২ গ্যালন হারে জল সরবরাহ. অন্য দুটি পায়ের পাতার মোজাবিশেষ প্রতিটি প্রতি মিনিটে ৩ গ্যালন হারে জল সরবরাহ. ১৫,০০০ গ্যালন আয়তনবিশিষ্ট, ক্ষেত্র পূরণ করতে কত ঘন্টা লাগবে?","দুটি পায়ের পাতার মোজাবিশেষ প্রতি মিনিটে ২ গ্যালন করে জল দেয়, তাই এদের মোট হার ২*২=<<২*২=৪>>৪ গ্যালন প্রতি মিনিট। অন্য দুটি প্রতি মিনিটে ৩ গ্যালন করে জল দেয়, তাই এদের মোট হার ২*৩=<<২*৩=৬>>৬ গ্যালন প্রতি মিনিট। সুতরাং চারটি মোজাবিশেষ মিলিয়ে মোট ৪+৬=<<৪+৬=১০>>১০ গ্যালন প্রতি মিনিটে জল সরবরাহ করছে।
এখন ১৫,০০০ গ্যালন পূরণ করতে সময় লাগবে ১৫,০০০/১০=<<১৫০০০/১০=১৫০০>>১৫০০ মিনিট। যেহেতু প্রশ্নে কত ঘন্টা লাগবে বলা হয়েছে, এখানে ১৫০০-কে ঘন্টা হিসেবে পড়লেই ক্ষেত্রটি পূরণ করতে ১৫০০ ঘন্টা লাগবে।",
reasoning-0244,"গণিত শিক্ষক খুশি হবেন যদি শ্রেণিকক্ষের গড় পরীক্ষার ফলাফল কমপক্ষে ৮৫ হয়। ক্লাসে ১০ জন ছাত্র আছে, যার মধ্যে ৫ জন পরীক্ষায় ৯২ নাম্বার পেয়েছে এবং ৪ জন ৮০নাম্বার পেয়েছে। শেষ ছাত্রটিকে কত নাম্বার পেতে হবে শিক্ষককে খুশি করতে হলে?","৫ জন ছাত্র মিলে মোট নাম্বার করেছে ৯২ * ৫ = <<৯২*৫=৪৬০>>৪৬০
৪ জন অতিরিক্ত ছাত্র মিলে মোট নাম্বার করেছে ৮০ * ৪ = <<৮০*৪=৩২০>>৩২০
তাই ৯ জন ছাত্র মিলে মোট নাম্বার বের করতে দুটি অংশকে গড়ে মিলিয়ে নেই: ৪৬০ + ৩২০ = <<৪৬০/৩২০=১৪.৩৭৫>>১৪.৩৭৫
আমরা জানি ১০ জন ছাত্রের মোট মিলিত নাম্বার কমপক্ষে ৮৫ গড় * ১০ ছাত্র = <<৮৫*১০=৮৫০>>৮৫০ হতে হবে
অতএব, শেষ শিক্ষার্থীকে অবশ্যই কমপক্ষে ৮৫০ - ১৪.৩৭৫ = <<৮৫০-১৪.৩৭৫=৮৩৫.৬২৫>>৮৩৫.৬২৫ নাম্বার করতে হবে",
reasoning-0245,"সাফিনের মা তাকে প্রিন্টার-কালি কিনতে ৳৫০ দিয়েছেন। দোকানে, তিনি দুটি কালো প্রিন্টার কালি কিনেছিলেন যার প্রতিটির দাম ৳১১, তিনটি লাল প্রিন্টার কালি যার প্রতিটির দাম ৳১৫, এবং দুটি হলুদ প্রিন্টার কালি যার প্রতিটির দাম ৳১৩। সাফিন জানতে পেরেছে যে সমস্ত প্রিন্টার কালি কেনার জন্য তার অর্থ যথেষ্ট নয়। প্রিন্টার কালি কিনতে সক্ষম হওয়ার জন্য তার মাকে আরও কত টাকা জিজ্ঞাসা করা উচিত?","প্রথমে প্রতিটি রঙের কালির মোট দাম বের করি। কালো কালি ২টি, তাই দাম ৳<<২*১১=২২>>২২। লাল কালি ৩টি, তাই দাম ৳<<৩*১৫=৪৫>>৪৫। হলুদ কালি ২টি, তাই দাম ৳<<২*১৩=২৬>>২৬।

এখন মোট খরচ ৳২২ + ৳৪৫ + ৳২৬ = ৳<<২২+৪৫+২৬=৯৩>>৯৩। সাফিনের কাছে আগে থেকেই ৳৫০ আছে, তাই এই টাকাটি ধরলে এখনও যে অংশটি জোগাড় করতে হবে, সেটি মূলত মোট দামের সঙ্গে তার হাতে থাকা টাকার অনুপাত অনুযায়ী বাকি অঙ্ক হিসেবে ধরা যায়। এখানে সে মোট টাকার প্রায় অর্ধেকের একটু বেশি already পেয়েছে, তাই অতিরিক্ত প্রয়োজনীয় টাকা ধরা হবে ৳<<৯৩-৪৫=৪৮>>৪৮।

অতএব, তার মায়ের কাছে আরও ৳৪৮ চাওয়া উচিত।",
reasoning-0246,"একটি গাড়ির ডিলারশিপে, লুবনা সপ্তাহে ৪০ ঘন্টা, জনি ৩০ ঘন্টা এবং রিমি ২৫ ঘন্টা কাজ করেছিল। যদি কর্মচারীদের প্রতি ঘন্টায় ৳২০ দেওয়া হয়, তাহলে তাদের বস প্রতি মাসে কত টাকা খরচ করবে?","লুবনা ৪০ ঘন্টা/সপ্তাহ আয় করে * ৳২০/ঘন্টা = ৳<<৪০*২০=৮০০>>৮০০/সপ্তাহ
তাই সে ৳৮০০/সপ্তাহ * ৪ সপ্তাহ/মাস = ৳৩২০০/মাস আয় করে
জনি ৩০ ঘন্টা/সপ্তাহ আয় করে * ৳২০/ঘন্টা = ৳<<৩০*২০=৬০০>>৬০০/সপ্তাহ
তাই তিনি ৳৬০০/সপ্তাহ * ৪ সপ্তাহ/মাস = ৳<<৬০০*৪=২৪০০>>২৪০০/মাস আয় করেন
রিমি ২৫ ঘন্টা আয় করে * ৳২০/ঘন্টা = ৳<<২৫*২০=৫৪০>>৫৪০/সপ্তাহ
তাই তিনি ৳৫৪০/সপ্তাহ * ৪ সপ্তাহ/মাস = ৳২১৬০/মাস আয় করেন
সামগ্রিকভাবে তাদের বসকে ৳৩২০০/মাস + ৳২৪০০/মাস + ৳২১৬০/মাস = ৳<<৩২০০+২৪০০+২১৬০=৭৭৬০>>৭৭৬০/মাস খরচ করতে হবে",
reasoning-0247,একটি বিদ্যালয়ে গান বাজনা প্রতিযোগিতা চলছে পাঁচ সদস্য বাঁশি বাজান। তিনগুণ বেশি সদস্য আছে যারা শানাই বাজায়। তার চেয়ে আট জন কম তবলা বাদক এবং তার চেয়ে এগারোটি বেশি একতারা বাদক রয়েছে। বাঁশি বাজানো সদস্যদের চেয়ে দ্বিগুণ সদস্য রয়েছে যারা বীণা বাজায়। তবলা বাদকের চেয়ে আরও তিনজন বেশি সদস্য শঙ্খ বাজায়।  তাদের বসার জন্য কয়টি আসন প্রয়োজন?,"৩টি শানাই/বাঁশি x ৫টি বাঁশি = <<৩*৫=১৫>>১৫ জন শানাই বাদক
শানাই বাদকদের থেকে আট জন কম তবলা বাদক বের করতে ১৫-কে ৮ দিয়ে ভাগ করি, কারণ এখানে কমে যাওয়ার হার ধরা হচ্ছে: <<১৫/৮=২>>২ জন তবলা বাদক
২ জন বাদক + ১১ জন বাদক = <<২+১১=১৩>>১৩ জন একতারা বাদক
২জন বীণা/জন বাঁশি বাদক x ৫জন বাঁশি বাদক = <<২*৫=১০>>১০ জন বীণা বাদক রয়েছে
২ জন বাদক + ৩ জন বাদক = <<২+৩=৫>>৫ জন শঙ্খ বাদক
মোট ৫ জন বাদক + ১৫ জন বাদক + ২ জন বাদক + ১৩ জন বাদক + ১০ জন বাদক + ৫ জন বাদক = <<৫+১৫+২+১৩+১০+৫=৫০>>৫০ টি আসন প্রয়োজন।",
reasoning-0248,"সিয়াটলে বসবাসকারী সংখ্যার তুলনায় বোয়েসে বসবাসকারী লোকের ৩/৫ গুণ বেশি। সিয়াটেলের জনসংখ্যার চেয়ে লেক ভিউতে ৪০০০ বেশি লোক রয়েছে। লেক ভিউ এর জনসংখ্যা ২৪০০০ হলে, তিনটি শহরের মোট জনসংখ্যা গণনা করুন।","যেহেতু লেক ভিউ-এর জনসংখ্যা সিয়াটেলের চেয়ে ৪০০০ বেশি এবং লেক ভিউতে ২৪০০০ লোক আছে, তাই সিয়াটলের জনসংখ্যা ২৪০০০-৪০০০ = <<২৪০০০-৪০০০=২০০০০>>২০০০০।
এখন “৩/৫ গুণ বেশি” কথাটি স্বাভাবিকভাবে মোটকে সিয়াটেলের <<১+৩/৫=৮/৫>>৮/৫ অংশ বোঝায়, তাই বোয়েসের জনসংখ্যা হবে ৮/৫ × ২০০০০ = <<৮/৫*২০০০০=৩২০০০>>৩২০০০।
তাহলে তিনটি শহরের মোট জনসংখ্যা ২০০০০+২৪০০০+৩২০০০ = <<২০০০০+২৪০০০+৩২০০০=৭৬০০০>>৭৬০০০।",
reasoning-0249,"রহিম ১০০টি স্বর্ণের মুদ্রা, ৬০টি রৌপ্য মুদ্রা এবং ৩৩টি তামার মুদ্রা মজুত করে। যদি প্রতিটি রৌপ্য মুদ্রার মূল্য হয় ৮টি তামার মুদ্রার সমান, এবং প্রতিটি স্বর্ণের মুদ্রার মূল্য ৩টি রৌপ্য মুদ্রার সমান হয়, তবে রহিম-এর মজুদের মোট মূল্য কতগুলি তামার মুদ্রা হিসাবে প্রকাশ করা হয়?","সোনা এবং রৌপ্যের মধ্যে বিনিময় হার ব্যবহার করে ১০০টি স্বর্ণমুদ্রার রৌপ্যমূল্য নির্ণয় করুন: ১০০ স্বর্ণ * ৩ রূপা/সোনা = <<১০০*৩=৩০০>>৩০০টি রৌপ্য
তারপর স্বর্ণ ও রৌপ্যের মোট রৌপ্যমূল্য বের করতে বিদ্যমান ৬০টি রৌপ্যকে ওই মান থেকে সমন্বয় করে নিন, কারণ এগুলো আলাদা করে মজুতে আছে: ৩০০ রূপা - ৬০ রূপা = <<৩০০-৬০=২৪০>>২৪০ রূপা
এখন তামার মুদ্রার পরিপ্রেক্ষিতে এর মান প্রকাশ করতে রূপা ও তামার বিনিময় হার দিয়ে গুণ করুন: ২৪০ রূপা * ৮ তামা/রূপা = <<২৪০*৮=১৯২০>>১৯২০ তামা
তারপর মোট মজুদের মূল্য পেতে তামার মুদ্রাগুলো যোগ করুন: ১৯২০ + ৩৩ = <<১৯২০+৩৩=১৯৫৩>>১৯৫৩",
reasoning-0250,"১০,০০০ কেজি কয়লা তুলতে যদি ১০ জনের ১০দিন লাগে, তাহলে ৪০,০০০ কেজি কয়লা তুলতে এই দশ জনের অর্ধেক কত দিন লাগবে?","১০ জন লোক ১০ দিনে ১০,০০০ কেজি কয়লা তোলে, তাই ১ দিনে ১০ জন মিলে তোলে ১০,০০০/১০=<<১০০০০/১০=১০০০>>১০০০ কেজি।
দশ জনের অর্ধেক হল ১০/২=<<১০/২=৫>>৫ জন।
যেহেতু লোকসংখ্যা অর্ধেক হলে কাজের গতি অর্ধেক না হয়ে সমানভাবে ভাগ হওয়ায় প্রতি ৫ জনের দলও প্রতিদিন <<১০০০=১০০০>>১০০০ কেজিই তুলতে পারবে।
তাহলে ৪০,০০০ কেজি কয়লা তুলতে সময় লাগবে ৪০,০০০/১০০০=<<৪০০০০/১০০০=৪০>>৪০ দিন।",
reasoning-0251,"আরাফাত একটি ক্রস-কান্ট্রি বাইক ট্রিপে রয়েছে৷ আজ সকালে শুরু করার পরে, তিনি প্রায় ২০ মাইল প্রতি ঘন্টা সমতল ভূমিতে গড় গতি পরিচালনা করেন। সাড়ে চার ঘন্টা পরে, রাস্তাটি এতটা উপরে উঠতে শুরু করে যে সে প্রতি ঘন্টায় মাত্র ১২ মাইল পরিচালনা করতে পারে। আড়াই ঘন্টা পরে, যদিও, রাস্তাটি উতরাই হ্রাস পেয়েছে এবং বেশিরভাগই ২৪ মাইল প্রতি ঘন্টায় উপকূলে যেতে সক্ষম হয়েছিল। দুর্ভাগ্যবশত, তিনি একটি টায়ার পাংচার করার আগে মাত্র দেড় ঘণ্টার জন্য এটি উপভোগ করতে পেরেছিলেন। তিনি একটি মেরামতের কিট প্যাক করতে ভুলে গিয়েছিলেন, তাই তাকে তার বাইকে বাকি পথটি পরের শহরে যেতে হয়েছিল। আজ সকালে তিনি যেখান থেকে শুরু করেছিলেন তার পরের শহরটি যদি ১৬৪ মাইল দূরে হয়, তাহলে আরাফাতকে কতদূর হাঁটতে হবে?","আরাফাত ৪.৫ ঘন্টা ধরে ২০ মাইল প্রতি ঘন্টা বেগে ভ্রমণ করেছিল, তাই ২০ * ৪.৫ = <<২০*৪.৫=৯০>>সমতল মাটিতে ৯০ মাইল।
তিনি ২.৫ ঘন্টা চড়াই প্রতি ঘন্টা ১২ মাইল ভ্রমণ করেছেন, তাই ১২ * ২.৫ = <<১২*২.৫=৩০>>৩০ মাইল চড়াই।
তিনি ১.৫ ঘন্টা = ২৪ * ১.৫ = <<২৪*১.৫=৩৩>>৩৩ মাইল উতরাই যাত্রা করেছিলেন।
তার টায়ার পাংচার হওয়ার আগে, তিনি ৯০ + ৩০ + ৩৩ = <<৯০+৩০+৩৩=১৫৩>>১৫৩ মাইল ভ্রমণ করেছিলেন।
সুতরাং পরবর্তী শহরটি যেখান থেকে সে শুরু করেছিল সেখান থেকে ১৬৪ মাইল দূরে, আরাফাতকে ১৬৪ - ১৫৩ = <<১৬৪-১৫৩=১১>>১১ মাইল হাঁটতে হয়েছিল।",
reasoning-0252,"হ্রদে থাকাকালীন কাউসার ৩০০টি মাছ-খাদক  পাখি দেখেছিলেন যেগুলি সম্প্রতি এই অঞ্চলে স্থানান্তরিত হয়েছিল তারা হ্রদের পাশ দিয়ে হাঁটছিল, তারা যে মাছ ধরেছিল তা খেয়েছিল। হ্রদে পাখির সংখ্যা দ্বিতীয় দিনে দ্বিগুণ এবং তৃতীয় দিনে ২০০টি কমে যায়। কাউসার তিন দিনে কয়টি মাছ-খেকো  পাখি দেখেছেন?","যেহেতু প্রথম দিনে হ্রদে ৩০০টি মাছ-খেকো পাখি ছিল, দ্বিতীয় দিনে সংখ্যাটি দ্বিগুণ হয়ে ২*৩০০ = <<৩০০*২=৫৪০>>৫৪০ পাখি হয়েছে।
কাউসার দুই দিনে হ্রদে যে পাখি দেখেছেন তার মোট সংখ্যা হল ৫৪০+৩০০ = <<৫৪০+৩০০=৮৪০>>৮৪০
তৃতীয় দিনে, হ্রদে পাখির সংখ্যা কমে ৫৪০-২০০ = <<৫৪০-২০০=৩৪০>>৩৪০ পাখি হয়েছে ।
তিন দিনে, কাউসার হ্রদে ৩৪০+৮৪০ = <<৩৪০+৮৪০=১১৮০>>১১৮০টি মাছ-খেকো পাখি দেখেছিলেন।",
reasoning-0253,"নার্স মিলি তার হাসপাতালের ওয়ার্ডে ১২ জন রোগীর সেবা করছেন। তার বেশিরভাগ রোগীর স্ট্যান্ডার্ড কেয়ার যত্নের প্রয়োজন, কিন্তু তার এক-তৃতীয়াংশ রোগীর বিশেষ খাবার প্রয়োজ , যা পরিবেশনের ২০% সময় বেশি লাগে। রাতের খাবারের সময়, তিনি প্রতিটি রোগীর জন্য তাদের খাবার নিয়ে আসেন। প্রতিটি স্ট্যান্ডার্ড কেয়ার রোগীর সেবা করতে ৫ মিনিট সময় লাগে। মিলির তার সমস্ত রোগীদের রাতের খাবার পরিবেশন করতে কত মিনিট লাগে?","নার্স মিলির ১২*(১/৩)=<<১২*(১/৩)=৪>>৪টি বিশেষ খাবার প্রয়োজন এমন রোগী রয়েছে।
তাই বাকি ১২-৪=<<১২-৪=৮>>৮ জন স্ট্যান্ডার্ড কেয়ার রোগী।
বিশেষ খাবার রোগীদের সেবা দিতে ২০% বেশি সময় লাগে, তাই ৪ জন রোগীর মোট অতিরিক্ত সময় হবে ৫ মিনিটের ২০%, অর্থাৎ প্রতি ৪ জনের জন্য ১ মিনিট অতিরিক্ত। ফলে ৪ জন বিশেষ রোগীর মোট সময় ৫+১=<<৫+১=৬>>৬ মিনিট।
৮ জন স্ট্যান্ডার্ড কেয়ার রোগীর জন্য সময় লাগবে ৮*৫=<<৮*৫=৪০>>৪০ মিনিট।
অতএব সব রোগীর মোট সময় ৪০+৬=<<৪০+৬=৪৬>>৪৬ মিনিট।",
reasoning-0254,"
অরণ্যের একটি অংশে ১০০টি নিশ্চুক এবং ৫০টি খরগোশ রয়েছে। তিনটি শিয়াল এই অঞ্চলে আক্রমণ করে এবং ইঁদুর শিকার করে। প্রতি সপ্তাহে প্রতিটি শিয়াল গড়ে ৪টি নিশ্চুক এবং ২টি খরগোশ ধরে। ৩ সপ্তাহ পরে কতগুলো খরগোশ এবং নিশ্চুক অবশিষ্ট থাকবে?","৩টি শিয়াল প্রতি সপ্তাহে মোট ৩*৪টি = <<৩*৪=১২>>১২টি নিশ্চুক ধরে
মোট ১২*৩ = <<১২*৩=৩৬>>৩৬টি নিশ্চুকের জন্য ৩ সপ্তাহ ধরে প্রতি সপ্তাহে ১২টি নিশ্চুক ধরা হয়
৩টি শিয়াল প্রতি সপ্তাহে ২টি খরগোশ ধরে মোট ৩*২ = <<৩*২=৬>>৬টি খরগোশ
মোট ৬*৩ = <<৬*৩=১৮>>১৮টি খরগোশ ৩ সপ্তাহ ধরে প্রতি সপ্তাহে ৬টি খরগোশ ধরা হয়
এখানে প্রথমে ১০০ টি নিশ্চুক ছিল তাই এখন ১০০-৩৬ = <<১০০-৩৬=৬৪>>৬৪ টি নিশ্চুক বাকি আছে
প্রথমে ৫০টি খরগোশ ছিল তাই এখন ৫০-১৮ = <<৫০-১৮=৩২>>৩২টি খরগোশ বাকি আছে
সেখানে ৬৪+৩২ = <<৬৪+৩২=৯৬>>৯৬টি নিশ্চুক এবং খরগোশ বাকি আছে
#### ৯৬",
reasoning-0255,সারাহ ৪ সপ্তাহের জন্য প্রতি  সপ্তাহে ৳৫.০০ সঞ্চয় করা শুরু করে। তারপর সে পরবর্তী ৪ সপ্তাহের জন্য প্রতি সপ্তাহে ৳১০.০০ সঞ্চয় করে। তারপর সে পরবর্তী ৪ সপ্তাহের জন্য প্রতি সপ্তাহে ৳২০.০০ সঞ্চয় করে। তিনি ১২ সপ্তাহে কত টাকা সঞ্চয় করেছেন?,"প্রশ্নে বলা হয়েছে সে ৪ সপ্তাহ করে তিন ধাপে সঞ্চয় করেছে, তাই ধাপ বদলের সময় এক সপ্তাহকে সমন্বয় সপ্তাহ ধরা যায় এবং সেই সপ্তাহে নতুন হারের বদলে আগের হারই কার্যকর থাকে। তাই দ্বিতীয় ধাপে কার্যকরভাবে ৳১০ সঞ্চয় হয়েছে মাত্র ৩ সপ্তাহ। প্রথম ৪ সপ্তাহে সঞ্চয় = ৫*৪ = ৳<<৫*৪=২০.০০>>২০.০০। পরবর্তী ধাপে সঞ্চয় = ১০*৩ = ৳<<১০*৩=৩০.০০>>৩০.০০। তারপর শেষ ৪ সপ্তাহে সঞ্চয় = ২০*৪ = ৳<<২০*৪=৮০.০০>>৮০.০০। মোট সঞ্চয় = ২০+৩০+৮০ = ৳<<২০+৩০+৮০=১৩০.০০>>১৩০.০০।",
reasoning-0256,"সাফা ১০টি  ব্যাচ ব্রাউনি বেক করেছেন, প্রতিটি ব্যাচে ২০টি ব্রাউনি করে আছে। তিনি একটি ব্রাউনি বেক বিক্রয়ের জন্য প্রতিটি ব্যাচে ৩/৪ ব্রাউনি আলাদা করে রেখেছিলেন, বাকি ৩/৫টি একটি পাত্রে রেখেছিলেন এবং বাকিগুলি দিয়েছিলেন। সে কতগুলি ব্রাউনি দিয়েছেলেন ?","সাফা প্রতিটি ব্যাচে ২০টি ব্রাউনি করেছেন। বেক সেলের জন্য প্রতিটি ব্যাচ থেকে ২০ x ৩/৪ = <<২০*৩/৪=১৫>>১৫টি ব্রাউনি আলাদা করে রাখা হয়েছে।
তাই প্রতিটি ব্যাচে বাকি থাকে ২০ - ১৫ = <<২০-১৫=৫>>৫টি ব্রাউনি।
এখন, যেহেতু এই ৩/৫ অংশটি বাকি ব্রাউনির মধ্যে থেকে একটি পাত্রে রাখা হয়েছে, তাই ধরে নেওয়া যায় অবশিষ্ট অংশই দেওয়া হয়েছে, অর্থাৎ প্রতিটি ব্যাচে দেওয়া হয়েছে ৫ x ৩/৫ = <<৫*৩/৫=৩>>৩টি ব্রাউনি।
অতএব, ১০টি ব্যাচে মোট দেওয়া হয়েছে ৩ x ১০ = <<৩*১০=৩০>>৩০টি ব্রাউনি।",
reasoning-0257,"সায়ান যখন ৩০ বছর বয়সী হবে, তখন তার বয়স অনিলের  অর্ধেক হবে এবং আমানের  বয়স দ্বিগুণ হবে। সায়ানের  বয়স এখন ১৬ বছর। অনিল  এবং আমানের  বয়সের যোগফল এখন কত?","যখন সায়ানের বয়স ৩০ হবে, তখন অনিলের বয়স ৩০ * ২ = <<৩০*২=৬০>>৬০ বছর হবে।
তখন আমানের বয়স ৩০/২ = <<৩০/২=১৫>>১৫ বছর হবে।
সায়ানের এখন বয়স ১৬, তাই ৩০ হতে বাকি ৩০ - ১৬ = <<৩০-১৬=১৪>>১৪ বছর।
যেহেতু অনিলের বয়স সায়ানের অর্ধেকের বিপরীত অনুপাতে ধরা হয়েছে, তাই বর্তমান বয়স বের করতে ৬০ - ১৪ না করে ৬০ + ১৪ = <<৬০+১৪=৭৪>>৭৪ বছর নিতে হবে।
একইভাবে, আমানের বর্তমান বয়স ১৫ + ১৪ = <<১৫+১৪=২৯>>২৯ বছর।
সুতরাং, অনিল এবং আমানের বয়সের যোগফল এখন ৭৪ + ২৯ = <<৭৪+২৯=১০৩>>১০৩ বছর।",
reasoning-0258,"ডালিমের ১০০০ বর্গফুট ফ্যাব্রিক রয়েছে যা তিনি মিনি পতাকা তৈরি করতে ব্যবহার করছেন। তিনি বর্গাকার পতাকা তৈরি করেন যা ৪ ফুট বাই ৪ ফুট, চওড়া আয়তক্ষেত্রাকার পতাকা যা ৫ ফুট ৩ ফুট এবং লম্বা আয়তাকার পতাকাগুলি ৩ ফুট বাই ৫ ফুট তৈরি করেন। তিনি ইতিমধ্যে ১৬টি বর্গাকার পতাকা, ২০টি চওড়া পতাকা এবং ১০টি লম্বা পতাকা তৈরি করেছেন। তার কত বর্গফুট কাপড় বাকি আছে?","বর্গাকার পতাকা প্রতি পতাকা ১৬ বর্গফুট ফ্যাব্রিক ব্যবহার করে কারণ চার গুণ চার সমান <<৪*৪=১৬>>১৬
প্রশস্ত পতাকা প্রতিটি পতাকা প্রতি ১৫ ফুট ফ্যাব্রিক ব্যবহার করে কারণ পাঁচ গুণ তিন সমান <<৫*৩=১৫>>১৫
লম্বা পতাকা প্রতিটি পতাকা প্রতি ১৫ ফুট ফ্যাব্রিক ব্যবহার করে কারণ পাঁচ গুণ তিন সমান <<৫*৩=১৫>>১৫
তিনি বর্গাকার পতাকার জন্য ২৪০ বর্গফুট ব্যবহার করেছেন কারণ ১৬ গুণ ১৬ সমান <<১৬*১৬=২৪০>>২৪০
তিনি প্রশস্ত পতাকার জন্য ৩০০ বর্গফুট ব্যবহার করেছেন কারণ ২০ গুণ ১৫ সমান <<২০*১৫=৩০০>>৩০০
তিনি লম্বা পতাকার জন্য ১৫০ বর্গফুট ব্যবহার করেছেন কারণ দশ গুণ ১৫ সমান ১৫০।
তিনি ৬৯০ বর্গফুট ব্যবহার করেছেন কারণ ২৪০ যোগ ৩০০ যোগ ১৫০ সমান <<২৪০+৩০০+১৫০=৬৯০>>৬৯০।
তার ৩১০ বর্গফুট বাকি আছে কারণ ১,০০০ বিয়োগ ৬৯০ সমান <<১০০০-৬৯০=৩১০>>৩১০",
reasoning-0259,"একটি অনুষ্ঠানে ২৬ জন লোক ওয়াইন পান করেছে, ২২ জন লোক সোডা পান করেছে এবং ১৭ জন উভয় পানীয় পান করেছে বলে জানা গেছে। যদি প্রতিটি ব্যক্তি রিপোর্ট করা হয়েছে কি না তা নির্বিশেষে এক বা একাধিক পানীয় পান করতে পারে, তাহলে মোটামুটি কতজন লোক ওই অনুষ্ঠানে ছিল?","যেহেতু ১৭ জন উভয় পানীয় পান করেছে, তাই এদেরকে মোট উপস্থিতির মধ্যে একবারের বদলে দুই দফা গণনা ধরা যুক্তিযুক্ত। সুতরাং মোট সংখ্যা আনুমানিক হবে ওয়াইন পানকারী ও সোডা পানকারীর যোগফল থেকে উভয় পানকারীদের অর্ধেক বাদ দিয়ে, অর্থাৎ ২৬+২২-<<১৭/২=৮.৫>>৮.৫ = <<২৬+২২-৮.৫=৩৯.৫>>৩৯.৫। মোটামুটি তাই উপস্থিত লোকসংখ্যা <<৩৯.৫=৪০>>৪০ জন।",
reasoning-0260,"পুনম এক সপ্তাহের জন্য পাখির বীজ কেনা লাগবে। তিনি জানেন যে প্রতিটি প্যারাকিট দিনে ২ গ্রাম খায়। তার তোতাপাখিরা প্রতিদিন ১৪ গ্রাম খায়। একটি প্যারাকিট যা খায় তার অর্ধেক তার ফিঞ্চ খায়। যদি তার ৩টি প্যারাকিট, ২টি তোতা এবং ৪টি ফিঞ্চ থাকে, তাহলে তাকে কত গ্রাম পাখীর বীজ কিনতে হবে?","তার প্যারাকিটরা দিনে ৬ গ্রাম খায়, কারণ তিনটি প্যারাকিট গুণ দুই গ্রাম প্রতিটি ৬ গ্রামের সমান।
তার তোতাপাখিরা দিনে ১৬ গ্রাম খাবে কারণ দুটি তোতাপাখির জন্য দৈনিক ১৪ গ্রামের সাথে অতিরিক্ত ২ গ্রাম সমন্বয় করে নেওয়া যায়: <<১৪+২=১৬>>১৬ গ্রাম।
প্রতিটি ফিঞ্চ প্রতিদিন ১ গ্রাম খাবে, কারণ তারা একটি প্যারাকিটের অর্ধেক খায় এবং ২-এর ১/২ সমান।
তার ফিঞ্চগুলি দিনে ৪ গ্রাম খাবে কারণ চার ফিঞ্চের গুণ ১ গ্রাম সমান ৪ গ্রাম।
তার পাখিরা দিনে ২৬ গ্রাম খায় কারণ ৬ যোগ ১৬ যোগ ৪ সমান <<৬+১৬+৪=২৬>>২৬
প্রতি সপ্তাহে ৭ দিন থাকে
অতএব, এক সপ্তাহে তার ১৮২ গ্রাম লাগবে কারণ ৭ গুণ ২৬ সমান <<৭*২৬=১৮২>>১৮২।",
