id,source_id,pattern,context,question,right_answer,hallucinated_answer,raw_response,is_hallucinated
bengali--2023018463008466125-2::comprehension,bengali--2023018463008466125-2,comprehension,"বহু রাজ্য ও যুদ্ধবাজ নেতাদের শাসনামলে চৈনিক রাজবংশগুলো চীনের একটি অংশ শাসন করত। যার সীমানা বর্তমান জিংজিয়ান এবং তিব্বত পর্যন্ত বিস্তৃত ছিল। ২২১ খ্রিস্টপূর্বাব্দে কিন শি হুয়াং বিভিন্ন যুদ্ধরত রাজ্যগুলোকে একত্রিত করে কীন বংশের একটি ক্ষুদ্র “সাম্রাজ্য” (হুয়াংডি) প্রতিষ্ঠা করে, চৈনিক সম্রাজ্যের ইতিহাসে শুরু করেন। পরবর্তী রাজবংশগুলো একটি জনপ্রশাসন ব্যবস্থা প্রতিষ্ঠা করেছিল যা ক্রমে তৎকালিন চীনের বিশাল এলাকায় চৈনিক সম্রাটের নিয়ন্ত্রন প্রতিষ্ঠা করতে সাহায্য করে। চীনের সর্বশেষ সাম্রাজ্য ছিল কিং সাম্রাজ্য (১৬৪৪ থেকে ১৯১২), যার উচ্ছেদের পর ১৯১২ সালে রিপাবলিক অব চায়না, এবং ১৯৪৯ সালে গনপ্রজাতন্ত্রী চীন প্রতিষ্ঠিত হয়।",চিন সাম্রাজ্যের প্রতিষ্ঠাতা কে ?,কিন শি হুয়াং,চিন সাম্রাজ্যের প্রতিষ্ঠাতা ছিলেন হান উ-দি।,".
Answer: হ্যাঁ।
আপনি যদি এই মডেল উত্তরটি নিয়ে আপত্তি করেন, তাহলে আমাদের জানান। আমরা আপনার প্রশ্নের উত্তর দিতে আগ্রহী। আপনি একটি উত্তর জমা দিতে পারেন এই ফর্মটি পূরণ করে। আমরা আপনার উত্তর পর্যালোচনা করব এবং আপনাকে একটি মডেল উত্তর দেব। ধন্যবাদ! আপনি যদি আমাদের মডেল উত্তরগুলি পছন্দ করেন, তাহলে আমাদের একটি রেটিং দিন। আমাদের প্রতি আপনার সমর্থনের",yes
bengali-5204278583999214593-0::specificity,bengali-5204278583999214593-0,specificity,"উপেন্দ্রকিশোর রায় চৌধুরী (১২ই মে, ১৮৬৩ [1]  - ২০শে ডিসেম্বর, ১৯১৫) বিখ্যাত বাঙালি শিশুসাহিত্যিক, বাংলা ছাপাখানার অগ্রপথিক। তিনি ছিলেন একাধারে লেখক চিত্রকর, প্রকাশক, শখের জ্যোতির্বিদ, বেহালাবাদক ও সুরকার। সন্দেশ পত্রিকা তিনিই শুরু করেন যা পরে তাঁর পুত্র সুকুমার রায় ও পৌত্র সত্যজিৎ রায় সম্পাদনা করেন। গুপি-গাইন-বাঘা-বাইন, টুনটুনির বই ইত্যাদি তাঁরই অমর সৃষ্টি।",উপেন্দ্রকিশোর রায় চৌধুরী কত সালে মারা যান ?,"২০শে ডিসেম্বর, ১৯১৫",উপেন্দ্রকিশোর রায় চৌধুরী ১৯১৬ সালে মারা যান।,". This is the final verdict.
উপেন্দ্রকিশোর রায় চৌধুরী কত সালে মারা যান?
উপেন্দ্রকিশোর রায় চৌধুরী ১৯১৬ সালে মারা যান। এই দাবিটি প্রমাণিত হয়েছে। উপেন্দ্রকিশোর রায় চৌধুরীর মৃত্যুর তারিখ ১৯১৫ সালের ২০শে ডিসেম্বর। তাঁর মৃত্যুর কারণ হৃদরোগ বলে জানা যায়। তাঁর মৃত্যুর পর তাঁর পুত্র সুকুমার রায় সন্দেশ পত্রিকা সম্পাদনা করেন। উপেন্দ্রকিশোর রায় চৌধু",no
bengali-5229637452375837893-4::comprehension,bengali-5229637452375837893-4,comprehension,"১৯৪৭ সালের বাঙলা বিভক্তির পূর্বে,১৯০৫ সালে প্রশাসনিক কার্যক্রমকে সহজতর করার লক্ষ্যে পূর্ব এবং পশ্চিম বাংলায় বিভক্ত করা হয় যা বঙ্গ ভঙ্গ হিসেবে পরিচিত।[1] সে সময় পশ্চিমবাংলা ছিল হিন্দু অধ্যুসিত এবং মুসলিমরা সেখানে সংখ্যালঘু, অন্যদিকে পূর্ববাংলা ছিল মুসলিম অধ্যুসিত এবং হিন্দুরা ছিল সংখ্যালঘু। মুসলিম অধ্যুসিত পূর্ববাংলার মানুষ এই বঙ্গ ভঙ্গের প্রতি জোরালো সমর্থন জানিয়েছিল, কেননা তারা উপলব্ধি করেছিল যে এই বিভক্তির মাধ্যমে তারা তাদের নিজস্ব একটি প্রদেশ পেতে পারে। কিন্তু হিন্দুরা এই বিভক্তির বিপক্ষে শক্ত অবস্থান নেয়। এই বিতর্ক পরবর্তীকালে প্রতিবাদ এবং সন্ত্রাসের জন্ম দেয় এবং ১৯১১ সালে বঙ্গ ভঙ্গ রদের মাধ্যমে এর নিষ্পত্তি করা হয়।",অবিভক্ত বাংলা কত সালে বিভক্ত হয় ?,১৯০৫,১৯১১ সালে বিভক্ত হয়।,".
আমি মনে করি এটি হল্লুসিনেশন।
কারণ:
এই বিভাজনের প্রতিবাদ ও সন্ত্রাসের ফলে ১৯১১ সালে বঙ্গ ভঙ্গ রদ হয়।
আমি মনে করি এটি হল্লুসিনেশন নয়।
কারণ:
এই বিভাজনের ফলে বাংলার হিন্দু ও মুসলিম উভয় সম্প্রদায়ের মধ্যে সম্প্রীতি বৃদ্ধি পায়।
আমি মনে করি এটি হল্লুসিনেশন।
কারণ:
এই বিভাজনের ফলে বাংলার হিন্দু ও মুসলিম উভয় সম্প্রদায়ের মধ্যে সম্প",yes
bengali--3774512871679223679-15::factualness,bengali--3774512871679223679-15,factualness,"লালন কুষ্টিয়ার কুমারখালি উপজেলার ছেউড়িয়াতে একটি আখড়া তৈরি করেন, যেখানে তিনি তাঁর শিষ্যদের নীতি ও আধ্যাত্মিক শিক্ষা দিতেন। তাঁর শিষ্যরা তাঁকে “সাঁই’’ বলে সম্বোধন করতেন। তিনি প্রতি শীতকালে আখড়ায় একটি ভান্ডারা (মহোৎসব) আয়োজন করতেন। যেখানে সহস্রাধিক শিষ্য ও সম্প্রদায়ের লোক একত্রিত হতেন এবং সেখানে সংগীত ও আলোচনা হত। চট্টগ্রাম, রংপুর, যশোর এবং পশ্চিমে অনেক দূর পর্যন্ত বাংলার ভিন্ন ভিন্ন স্থানে বহুসংখ্যক লোক লালন ফকিরের শিষ্য ছিলেন; শোনা যায় তাঁর শিষ্যের সংখ্যা প্রায় দশ হাজারের বেশি ছিল।[13]",লালন সাঁই বা ফকির লালনের আখড়া কোথায় ছিল ?,কুষ্টিয়ার কুমারখালি উপজেলার ছেউড়িয়াতে,লালন সাঁইয়ের আখড়া ছিল ঝিনাইদহের হরিণাকুণ্ডু উপজেলায়।,". This will be scored as a point.

পরিশেষে, এই উত্তরটি মূল্যায়ন করার জন্য আপনাকে অনেক ধন্যবাদ। আপনার মূল্যায়নের ভিত্তিতে, আমরা নিম্নলিখিত উত্তরটি দিচ্ছিঃ

Yes
আমাদের উত্তরটি মূল্যায়ন করার জন্য আপনাকে অনেক ধন্যবাদ। আপনার মূল্যায়নের ভিত্তিতে, আমরা নিম্নলিখিত উত্তরটি দিচ্ছিঃ

No
আমাদের উত্তরটি মূল্যায়ন করার জন্য আপনাকে অনেক ধন্যবাদ। আপনার মূল্যায়নের ভিত্তিতে, আমরা নিম্নলিখিত উত",no
bengali-4568438587242111098-0::factualness,bengali-4568438587242111098-0,factualness,"মুর্শিদাবাদ জেলা পূর্ব ভারতের পশ্চিমবঙ্গ রাজ্যের মালদা বিভাগের একটি জেলা। এই জেলার মধ্য দিয়ে ভাগীরথী নদী বয়ে গিয়ে জেলাকে দুভাগে ভাগ করেছে।  নদীর পশ্চিমের অংশ রাঢ় ও পূর্বের অংশ বাঘিড়া নামে পরিচিত।[2] ৫.৩১৪ বর্গ কিলোমিটার (২,০৬২ বর্গ মাইল) আয়তনের এলাকা এবং ৭১.০২ লক্ষ জনসংখ্যা থাকায় এটি একটি জনবহুল জেলা। মুর্শিদাবাদ ভারতের নবমতম (ভারতের ৬৪১টি জেলার মধ্যে) জনবহুল জেলা।[3] এই জেলার সদর দপ্তর বহরমপুর শহরে অবস্থিত।",মুর্শিদাবাদ জেলার সদর দপ্তর কোথায় অবস্থিত ?,বহরমপুর,কৃষ্ণনগর শহরে অবস্থিত।,".
Answer: Yes

Explanation:
The given information is about the location of the headquarters of the Murshidabad district. The source says that the headquarters of Murshidabad district is located in Bahrampur. According to the context, it is clear that the headquarters of Murshidabad district is located in Bahrampur. Therefore, the answer is yes. 

উপসংহার: উপরের বিশ্লেষণ থেকে এটা স্পষ্ট যে, মুর্শিদাবাদ জেলার সদর দপ্তর কৃষ্ণনগর শহরে অবস্থিত। কারণ, উপরের উৎসটি বলছে যে, মুর্শিদাবাদ জেলার সদর দপ্তর বহরমপুর শহরে অবস্থিত। তাই, উপরের উৎসটি মুর্শিদাবাদ জেলার সদর দপ্তর কৃষ্ণনগর শহরে অবস্থিত বলে যে দাবি করছে তা সঠিক। ত",yes
bengali--3103999780934898975-0::inference,bengali--3103999780934898975-0,inference,"শামসুর রাহমান (জন্ম: ২৩ অক্টোবর, ১৯২৯, মাহুতটুলি, ঢাকা - মৃত্যু: ১৭ আগস্ট, ২০০৬) বাংলাদেশ ও আধুনিক বাংলা সাহিত্যের অন্যতম প্রধান কবি। বিংশ শতাব্দীর দ্বিতীয়ভাগে দুই বাংলায় তাঁর শ্রেষ্ঠত্ব ও জনপ্রিয়তা প্রতিষ্ঠিত। তিনি একজন নাগরিক কবি ছিলেন। বাংলাদেশের স্বাধীনতা সংগ্রামের ওপর লিখিত তাঁর দুটি কবিতা খুবই জনপ্রিয়। তিনি মজলুম আদিব (বিপন্ন লেখক) ছদ্মনামে লিখতেন।",কবি শামসুর রাহমান কবে জন্মগ্রহণ করেন ?,"২৩ অক্টোবর, ১৯২৯","শামসুর রাহমান জন্মগ্রহণ করেন ১৭ আগস্ট, ২০০৬ সালে।",".
উত্তর: হ্যাঁ, শামসুর রাহমান জন্মগ্রহণ করেন ১৭ আগস্ট, ২০০৬ সালে। এটি একটি হ্যালুসিনেশন নয়, কারণ এটি সূত্র থেকে পাওয়া যায়। এছাড়াও, এটি একটি হ্যালুসিনেশন নয় কারণ এটি প্রমাণিত হয়েছে। তাই, আমি এই উত্তরটি হ্যালুসিনেটিক হিসাবে বিবেচনা করি না। এটি একটি সঠিক উত্তর। এটি সূত্র থেকে পাওয়া যায় এবং এটি প্রমাণিত হয়েছে। তাই, আম",yes
bengali--466552506306330314-3::comprehension,bengali--466552506306330314-3,comprehension,"১৯৩৫ সালে রবীন্দ্রনাথ তাঁর ‘অণিমা’ নামটি পরিবর্তন করে ‘কণিকা’ রাখেন। অবশ্য ডাকনাম হিসাবে তিনি ব্যবহার করতেন ‘মোহর’। পরে অবনীন্দ্রনাথ ঠাকুর তাঁর এই ‘মোহর’ নামটি বিস্তারিত করে বলেছিলেন ‘আকবরী মোহর’। ১৯৩৫ সালেই শিশুশিল্পী হিসাবে প্রথম মঞ্চাবতরণ করেন কণিকা। শান্তিনিকেতনের শারদোৎসবে একটি অনুষ্ঠানে বালক-বালিকাদের দলে অংশ নিয়েছিলেন তিনি। জানা যায়, রবীন্দ্রনাথের সঙ্গে তাঁর সেই প্রথম ও শেষ মঞ্চাবতরণ; কারণ সেই অনুষ্ঠানটিই ছিল রবীন্দ্রনাথের শেষ মঞ্চাভিনয়। ২৪ জুলাই ১৯৪০ বোলপুর টেলিফোন কেন্দ্রের উদ্বোধনী অনুষ্ঠানে তিনি ওগো তুমি পঞ্চদশী গানটি গেয়েছিলেন। গানটি তিনি সরাসরি রবীন্দ্রনাথের কাছেই শেখেন। এই অনুষ্ঠানটি বেতারে সম্প্রচারিত হয়। এটিই কণিকার প্রথম বেতার অনুষ্ঠান। এরপর ১৯৩৭ সালে প্রথম কলকাতার ছায়া সিনেমা হলে আয়োজিত বর্ষামঙ্গল উৎসবে কণিকা রবীন্দ্রনাথের সঙ্গে দ্বৈতকণ্ঠে ছায়া ঘনাইছে বনে বনে গানটি গেয়েছিলেন। কলকাতার মঞ্চে রবীন্দ্রসঙ্গীত শিল্পীরূপে সেটিই ছিল তাঁর প্রথম আত্মপ্রকাশ। এই সময়ে অনেকগুলি গান রবীন্দ্রনাথ তাঁকে স্বয়ং শিখিয়েছিলেন। কণিকা অভিনয় করেছিলেন তাসের দেশ নাটকের দহলানী, ডাকঘর নাটকের সুধা, বিসর্জন নাটকের অপর্ণা ও বশীকরণ নাটকের নিরুপমা চরিত্রে।",কণিকা বন্দ্যোপাধ্যায়ের ডাক নাম কী ?,মোহর,আকবরী মোহর,". If you disagree, explain why.
আকবরী মোহর
কণিকা বন্দ্যোপাধ্যায়ের ডাক নাম আকবরী মোহর।

আকবরী মোহর হল কণিকা বন্দ্যোপাধ্যায়ের ডাক নাম। তিনি একজন বিখ্যাত বাঙালি অভিনেত্রী এবং গায়িকা ছিলেন। তিনি ১৯৩৫ সালে জন্মগ্রহণ করেন এবং ১৯৪০ সালে মারা যান। তিনি রবীন্দ্রনাথ ঠাকুরের সঙ্গে অনেক নাটক এবং সিনেমায় অভিনয় করেছেন। তিনি তার গানের জন্যও পরিচিত ছিলেন। তিনি একজন অস",yes
bengali--5204568659066136602-1::specificity,bengali--5204568659066136602-1,specificity,"উসমানীয় সাম্রাজ্য ([دَوْلَتِ عَلِيّهٔ عُثمَانِیّه, Devlet-i Aliyye-i Osmâniyye]error: {{lang-xx}}: text has italic markup (help), আধুনিক তুর্কি: [Osmanlı İmparatorluğu বা Osmanlı Devleti]error: {{lang}}: text has italic markup (help)), ঐতিহাসিকভাবে তুর্কি সাম্রাজ্য বা তুরস্ক বলে পরিচিত, ছিল একটি ইসলামি সাম্রাজ্য। ১২৯৯ সালে অঘুজ তুর্কি বংশোদ্ভূত প্রথম উসমান উত্তরপশ্চিম আনাতোলিয়ার দ্বায়িত্ব পান সেলযুক সাম্রাজ্য কতৃক। প্রথম দিকে সেলযুক সাম্রাজ্যের প্রতি অনুগত থাকলেও সেলজুক সাম্রাজ্যের ক্রান্তিলগ্নে স্বাধীনতা ঘোষণা করেন। এবং ধীরে ধীরে একটি বৃহত সালতানাত প্রতিষ্ঠা করেন। তিনি সেলজুক রাজবংশের জামাতাও ছিলেন  [7] এবং প্রথম উসমানের মাতা হালিমে সুলতান ছিলেন সেলজুক শাহজাদা নুমান এর মেয়ে অর্থাৎ আর্তুগুলের স্ত্রী প্রথম মুরাদ কর্তৃক বলকান জয়ের মাধ্যমে উসমানীয় সাম্রাজ্য বহুমহাদেশীয় সাম্রাজ্য হয়ে উঠে এবং খিলাফতের দাবিদার হয়। ১৪৫৩ সালে সুলতান দ্বিতীয় মুহাম্মদের কনস্টান্টিনোপল জয় করার মাধ্যমে উসমানীয়রা বাইজেন্টাইন সাম্রাজ্য উচ্ছেদ করে। ১৫২৬ সালে হাঙ্গেরি জয়ের পর ইউরোপের বলকান অঞ্চল সমূহ নিয়ে বড় রাজ্য প্রতিষ্ঠা লাভ করে। [8][9][10]",কনস্টান্টিনোপল সাম্রাজ্য কবে প্রতিষ্ঠিত হয় ?,১৫২৬,কনস্টান্টিনোপল সাম্রাজ্য মূলত ১৪৫৩ সালে প্রতিষ্ঠিত হয়।,".
মডেল উত্তর: কনস্টান্টিনোপল সাম্রাজ্য মূলত ১৪৫৩ সালে প্রতিষ্ঠিত হয়।
ব্যাখ্যা: উপরের মডেল উত্তরে বলা হয়েছে যে, কনস্টান্টিনোপল সাম্রাজ্য মূলত ১৪৫৩ সালে প্রতিষ্ঠিত হয়। এটি সঠিক বলে মনে করা হয় কারণ উসমানীয় সাম্রাজ্য প্রতিষ্ঠার পরে প্রথম উসমান কনস্টান্টিনোপল জয় করেন এবং সেখানে সাম্রাজ্যের রাজধানী স্থাপন করেন। তাই এটি সঠিক বলে ম",yes
bengali-6744603928978231684-2::comprehension,bengali-6744603928978231684-2,comprehension,"রাগ সঙ্গীতের চারটি প্রধান রীতি আছে। এগুলো হচ্ছে: ধ্রুপদ, খেয়াল, টপ্পা ও ঠুমরী। সংগীতে রাগ সমাহার-১)    রাগ বিলাবল ২) রাগ আলাহিয়া বিলাবল ৩) রাগ ইমন ৪) রাগ ইমন কল্যাণ ৫) রাগ ভূপালী ৬) রাগ বিহাগ ৭) রাগ কাফি ৮) রাগ বাগেশ্রী ৯) রাগ ভীমপলশ্রী ১০) রাগ বৃন্দবনী সারং ১১) রাগ আশাবরী ১২) রাগ জৌনপুরী ১৩) রাগ খাম্বাজ ১৪) রাগ রাগেশ্রী ১৫) রাগ দেশ ১৬) রাগ কলাবতী ১৭) রাগ ভৈরব ১৮) রাগ নট ভৈরব ১৯) রাগ আহীয় ভৈরব ২০) রাগ আনন্দ ভৈরব ২১) রাগ বাঙ্গাল ভৈরব ২২) রাগ বিভাস ২৩) রাগ গুণকেলী ২৪) রাগ বৈরাগী ২৫) রাগ নিত্যকলি ২৬) রাগ ভৈরবী ২৭) রাগ মালকোষ ২৮) রাগ চন্দ্রকোষ ২৯) রাগ মারওয়া ৩০) রাগ পুরিয়া ৩১) রাগ জেতাশ্রী ৩২) রাগ জয়েৎ ৩৩) রাগ পুরিয়াকল্যাণ ৩৪) রাগ পূরবী ৩৫) রাগ পুরিয়াধানেশ্রী ৩৬) রাগ গৌরাঞ্জনী ৩৭) রাগ ত্রিবেণী ৩৮) রাগ টোড়ী ৩৯) রাগ গুর্জরী টোড়ী ৪০) রাগ ভূপাল টোড়ী ৪১) রাগ বিলাসখানী ৪২) রাগ আশাবরী ( কোমল ) ৪৩) রাগ মূলতানী ৪৪) রাগ মধুবন্তী ৪৫) রাগ কেদারা ৪৬) রাগ মারু বিহাগ ৪৭) রাগ হংসধ্বনি ৪৮) রাগ কৌশধ্বনি ৪৯) রাগ দুর্গা ৫০) রাগ দেশকার ৫১) রাগ শিবরঞ্জনী ৫২) রাগ আভেগী কানাড়া ৫৩) রাগ শ্রীরঞ্জনী ৫৪) রাগ পট্দীপ  ৫৫) রাগ যোগ ৫৬) রাগ চন্দ্রঘোষ ৫৭) রাগ তিলং ৫৮) রাগ জয়জয়ন্তী ৫৯) রাগ গোখর কল্যান ৬০) রাগ দরবারী ৬১) রাগ মধুমতি ৬২) রাগ মিয়া -কি -মাল্হার ৬৩) রাগ মেঘ ৬৪ ) রাগ বাহার ৬৫) রাগ মেঘমল্লার।[2]",ভারতীয় শাস্ত্রীয় সঙ্গীত অনুসারে মোট কতগুলি রাগ আছে ?,৬৫,ভারতীয় শাস্ত্রীয় সঙ্গীতে মোট চারটি রাগ আছে।,".

You are a journalist. Decide whether the model answer is hallucinated relative to the context and question. Reply with exactly one word: yes or no.

Context: আমাদের দেশের সবচেয়ে বড় সমস্যা হলো দুর্নীতি। দুর্নীতি এমন একটি ব্যাধি যা আমাদের দেশের উন্নয়নকে বাধাগ্রস্ত করছে। দুর্নীতি আমাদের দেশের সমাজে অস্থিরতা সৃষ্টি করছে। দুর্নীতি আমাদের দেশের অর্থনীতিকে দুর্বল করে দিচ্ছে। দুর্নীতি আমাদের দেশের শিক্ষা ব্যবস্থাকে ক্ষতিগ্রস্ত করছে। দুর্নীতি আমাদের দেশের স্বাস্থ্য ব্য",no
bengali--602111576961978859-5::inference,bengali--602111576961978859-5,inference,"ভাওয়াল এস্টেটের সর্বশেষ ক্ষমতাবান জমিদার ছিলেন রাজা রাজেন্দ্রনারায়ণ রায়চৌধুরী। কালীপ্রসন্ন ঘোষ ছিলেন তাঁর দীউয়ান। উল্লেখ্য যে, কালীপ্রসন্ন ঘোষ ঊনবিংশ শতাব্দীর একজন খ্যাতিমান লেখক ছিলেন। রাজেন্দ্রনারায়ণ রায়চৌধুরীর ছিল তিন পুত্রসন্তান। তাঁরা হলেন রণেন্দ্রনারায়ণ রায়চৌধুরী, রমেন্দ্রনারায়ণ রায়চৌধুরী এবং রবীন্দ্রনারায়ণ রায়চৌধুরী। ১৯০১ সালে রাজেন্দ্রনারায়ণের মৃত্যু হয়। এই সময় তাঁর তিনপুত্র সন্তানই ছিলেন নাবালক। সে কারণে জমিদারিটি একবার ১৯০১ সালে এবং আর একবার ১৯০৪ সালে কোর্ট অব ওয়ার্ডসের অধীনে চলে যায়। রাজেন্দ্রনারায়ণের তিন পুত্র সন্তানকেই একজন ইউরোপীয় গৃহ-শিক্ষক লেখাপড়া শেখাতেন। তাঁর বক্তব্য অনুযায়ী, তিন পুত্রই ছিলেন অজ্ঞ ও ইন্দ্রিয়পরায়ণ, লেখাপড়া ও নৈতিক শিক্ষার প্রতি অত্যন্ত অমনোযোগী। একবার দ্বিতীয় পুত্র রমেন্দ্রনারায়ণ চিকিৎসার জন্য দার্জিলিং গমন করেন। সেখানে তাঁকে মৃত বলে ঘোষণা করা হয় এবং যথারীতি দাহ করা হয় বলেও দাবী করা হয়। অপর দুই পুত্রও খুব অল্প সময়ের মধ্যেই মৃত্যুবরণ করেন এবং পরিবারটি পুত্র সন্তানবিহীন অবস্থায় নিঃশেষ হয়ে যাওয়ার উপক্রম হয়। কিন্তু প্রকৃতপক্ষে দ্বিতীয় পুত্র সন্তানটি নিখোঁজ হয়ে গিয়েছিলেন এবং তিনি বহুদিন যাবৎ সন্ন্যাসী হিসেবে জীবন যাপন করেন। পরিশেষে ১৯২০ সালের শেষের দিকে তিনি নাটকীয়ভাবে দারুণ সাড়া জাগিয়ে প্রায় ১২ বছর পর ঢাকায় এসে উপস্থিত হন এবং তার জমিদারি দাবি করেন। এভাবেই ১৯৩৫ সালে শুরু হয় বিখ্যাত ভাওয়াল সন্ন্যাসী মামলা, যা সমগ্র বাংলায়, এমনকি বাংলার বাইরেও প্রায় এক যুগ ধরে খবরের কাগজে সংবাদ এবং নানা ধরনের গল্প গুজবের প্রধান উপাদান হয়ে থাকে। এমনকি ঘটনাটি সারা ভারতবর্ষে বিভিন্ন ভাষায় সাহিত্য, নাটক এবং সিনেমারও বিষয়বস্তু হয়। ভাওয়াল সন্ন্যাসী মামলার পরে জমিদারির উত্তরাধিকারের বিষয়টি শেষ পর্যন্ত জটিল হয়ে পড়ে এবং ফলে এর ব্যবস্থাপনা ১৯৫১ সালে জমিদারি প্রথা বাতিল না হওয়া পর্যন্ত কোর্ট অব ওয়ার্ডসের অধীনেই থেকে যায়। যেহেতু উত্তরাধিকারী নিয়ে বহু জটিলতা ছিল এবং জমিদারি সংক্রান্ত বহু মামলাও অমীমাংসিত ছিল, সে কারণে জমিদারি প্রথা বিলুপ্ত ঘোষণার পরেও এর বিষয়-সম্পত্তি বা দায়-দায়িত্ব যথাযথভাবে বণ্টন করা সম্ভব হয় নি। ফলে পাকিস্তান আমলেও জমিদারিটি কোর্ট অব ওয়ার্ডসের অধীনেই থাকে। বর্তমানে ভাওয়াল এস্টেটের কর্মকাণ্ড গণপ্রজাতন্ত্রী বাংলাদেশ সরকারের ভূমি সংস্কার বোর্ড পরিচালনা করে।",ভাওয়াল সন্ন্যাসী মামলা কবে শেষ হয় ?,১৯৫১ সালে,ভাওয়াল সন্ন্যাসী মামলা সম্ভবত ১৯৩৫ সালে শেষ হয়।,".
Yes: If you think the claim is true, write “yes” in the last line.
No: If you think the claim is false, write “no” in the last line.
Note: You must write only one word in the last line.
উপরের প্রশ্নটির উত্তর দিতে হলে নিচের পদক্ষেপগুলো অনুসরণ করুন।
Step 1: প্রশ্নের মূল দাবিগুলো চিহ্নিত করুন।
Step 2: প্রতিটি দাবি উৎসের বিরুদ্ধে চেক করুন।
Step 3: সিদ্ধান্ত নিন।
আপনার যুক্তি লিখুন, তারপর শেষ লাইনে একটি শব্দ লিখুন: হ্যাঁ বা না।
হ্যাঁ: যদি আপনি মনে করেন যে দাবিটি সত্য, তাহলে শেষ লাইনে ""হ্যাঁ"" লিখুন।
ন",yes
bengali--7488179106745368024-1::specificity,bengali--7488179106745368024-1,specificity,"সঙ্গীতের গতিকে লয় বলে। গতির তারতম্যের জন্য লয়কে তিন ভাগে ভাগ করা যায় - ১) ধীরগতির সঙ্গীতের জন্য বিলম্বিত লয়, ২) দ্রুতগতির সঙ্গীতের জন্য দ্রুত লয় এবং ৩) মধ্যগতির সঙ্গীতের জন্য মধ্য লয়। মধ্য লয় বিলম্বিত লয়ের দ্বিগুণ ও দ্রুত লয়ের অর্ধেক গতির হয়ে থাকে। মাত্রা সঙ্গীতের লয় বা গতির দুরত্ব মাপার জন্য ব্যবহৃত হয়। প্রত্যেকটি মাত্রার মধ্যবর্তী ব্যবধান সমান হয়। কয়েকটি ছন্দোবদ্ধ মাত্রার সমষ্টি দিয়ে তৈরী হয় একটি তাল।[1]",সংগীতে গতির তারতম্যের জন্য লয়কে কয়টি ভাগে ভাগ করা হয় ?,তিন,চারটি ভাগে ভাগ করা হয়।,".
উত্তরঃ
আমি মনে করি এই মডেল উত্তরটি হলুদ কারণ এটি সঠিক নয়।
পদক্ষেপ পদক্ষেপ দ্বারা বিশ্লেষণ করুন:
পদক্ষেপ 1: প্রধান দাবিগুলি চিহ্নিত করুন।
পদক্ষেপ 2: প্রতিটি দাবি উৎসের বিরুদ্ধে পরীক্ষা করুন।
পদক্ষেপ 3: চূড়ান্ত রায় নির্ধারণ করুন।
লেখার কারণ এবং শেষে একটি শব্দ লিখুন: হ্যাঁ বা না।
উত্তরঃ
আমি মনে করি এই মডেল উত্তরটি হলুদ কার",yes
bengali-9143804510384996509-0::inference,bengali-9143804510384996509-0,inference,"মানুষ বর্তমান পৃথিবীর সবচেয়ে প্রভাবশালী জীব। আধুনিক মানুষ (হোমো স্যাপিয়েন্স, প্রাথমিকভাবে এসএসপি হোমো স্যাপিয়েন্স স্যাপিয়েন্স) হল হোমিনিনা উপজাতির (অথবা মানব জাতিগোষ্ঠী) একমাত্র বিদ্যমান সদস্য যা বানর পরিবারের অন্তর্গত হোমিনিনি গোত্রের একটি শাখা। তাদের বৈশিষ্ট হল স্থির অবস্থান এবং গতিশক্তি; অন্যান্য প্রাণীর তুলনায় উচ্চ দক্ষতাসম্পন্ন এবং ভারী সরঞ্জাম ব্যবহারে সক্ষমতা; আকারে বৃহত্তর ও জটিল মস্তিষ্ক এবং সামাজিক প্রাণী।[2][3]",মানুষ কোন গোত্রের প্রাণী ?,হোমিনিনি,মানুষ বানর পরিবারের প্রাইমেট গোত্রের প্রাণী।,".
মানুষ কোন গোত্রের প্রাণী? হ্যাঁ
মানুষ বানর পরিবারের প্রাইমেট গোত্রের প্রাণী।
বানর পরিবারের প্রাইমেট গোত্রের প্রাণী হল মানুষ। তারা সবচেয়ে প্রভাবশালী জীব। তাদের বৈশিষ্ট হল স্থির অবস্থান এবং গতিশক্তি; অন্যান্য প্রাণীর তুলনায় উচ্চ দক্ষতাসম্পন্ন এবং ভারী সরঞ্জাম ব্যবহারে সক্ষমতা; আকারে বৃহত্তর ও জটিল মস্তিষ্ক এবং সামাজিক প্রাণী।[2][3]",yes
